username,tweet,label
Sinovac_pick,selamat,1
Sinovac_pick,pagi mak,1
Sinovac_pick,semoga pagi ini kak chita mention saya,1
Sinovac_pick,semoga ada unameku pagi inuli,1
eradotid,vaksinnya dicampur,1
Maduraexposene1,disuntik vaksin covid 19 campuran sinovac dan astrazeneca seorang pria thailand alami pendarahan otak hingga menin,1
illyyttaet,kalo mo nonton konser di luar negeri udh lngsung di cempal dong ka yg vaksin sinovac wkwk,1
aliawhooo,nasib baik icam amik sinovac wkwkwwkwkwk,1
iwantjoon,ditolak al dibanyak negara jadi yg vaksinnya sinovac tuh kyk gak vaksin wkwk,1
mrzack82,sinovac jadi dragon kalau tak salah,1
mhiiechummy,prasaan dlu sinovac jarak antara vaksin dan skitar mingguan ya skrg kog ampir sebulan apa sdh berubah skrg,1
pngfess,lur vaksin sinovac neng iain saiki sepi opo rame lur,1
aiamDeen,sial lah asal lah aku dapat sinovac kalau tahu boleh bertukar jadi buaya aku minta pfizer,1
zehanilyana,kalau sinovac jadi kelawar ke,1
MaduraExpose,disuntik vaksin covid 19 campuran sinovac dan astrazeneca seorang pria thailand alami pendarahan otak hingga menin,1
Mawaddd_,so kalau pfizer dengan astrazeneca nak pergi umrah kena cukup dos vaksin je tapi kalau sinovac kena cukup dos,1
waymlyn,gue astraganesca efeknya belih parah dari sinovac,1
arfngger,jangan lupa suntik vaksin sinovac untuk kemajuan rrc,1
kidselfs,minta doanya buat besok mau vaksin sinovac rasa coco pandan,1
Sinovac_pick,malamtwet ori lewat dulu,1
hera_wr,mesakke sek vaksin sinovac demit e raiso melu halloween,1
lampu_kamarku,malem jumat demit2 jin setan lagi antri vaksin sinovac,1
jogmfs,malem jumat ngene jin setan lan demit lagi antri meh vaksin sinovac kali ya jog,1
Krishae_edm,mending sinovac efeknya cuma pegel,1
Sinovac_pick,aktif notifikaai,1
coromodol,cetak kartu vaksin yg moderna k pfizer k sinovac goceng,1
Kmoagi1,jnj ke ya batho ba ba weigheing bo kg yana lona dilender le tla re golega mme le gale sinovac e teng,1
caibimng,asteria siapanya astra sama sinovac,1
rifqiimuh,sing ke njajal sinovac opo jhonson ae za,1
akusubak,sinovac lo isinya apaan sih kok gue laper mulu,1
aminadiahhh,nak tengok movie cari je eng s popcornnewborn g rm biggie g rm limited box rm50 stra,1
Ree241288,adik beradik sinovac gak dari china mmg offer kat swasta je kat mysejahtera ade je sinoph,1
juno_tama,perasaan bar disuntik vaksin sinovac hawane kepising2 terus,1
7btsupdates,kostum halloween dicoba taehyungie covid twt,0
papuakicau,protes aib covid 19,1
TedHilbert,terlibatnya mafia pcr pengadaan pcr bersih memaksa tes pcr,1
antarajatimcom,pemerintah kota kediri jawa timur memasifkan pemanfaatan aplikasi pedulilindungi area publik upaya perlindungan kesehatan warga mencegah penyebaran covid 19,0
7btsupdates,v weverse 211101 taehyungie adakah kostum halloween coba kecuali covid please bts twt moon,0
MojolabanPolsek,ka spkt aiptu suyono anggota polsek mojolaban laksanakan giat patroli blue light obyek obyek rawan gangguan kamtibmas imbauan warga taat prokes 5 m cegah penyebaran penularan covid 19 kec mojolaban,0
the012_aja,poto bercerita gada yg pakai masker nih pemimpin negara vaksin covid 19 adakah dr yg takut vaksin covid 19,0
rantbarra,iya kak jaga jarak ya covid,0
hhaechaniieee_,yoksiii kim jga covid cepet selesaiii tpi knpa u ga coba aja gtu halloween,0
yourlittleskies,2019 menghormati mendiang sulli 2020 covid btw taeyong face genius bgt persis gitu,0
antarajatimcom,pemerintah kota kediri jawa timur mengintensifkan kegiatan pelatihan menciptakan wirausahawan pandemi covid 19,0
annisapv,orang nanya knp gue terpantau udh 5an orang kering tenggorokan yah pgn pake nametag ospek isinya alesan knp gue ngulang tht krn covid kmrn hadeh tlg,0
antarajatimcom,satgas covid 19 kabupaten kediri jawa timur tes antigen acak pengunjung wisata simpang gumul slg kabupaten kediri,0
PokrolCom,120 juta warga indonesia dapatkan suntikan vaksin covid 19 dosis vaksin pokrol,0
ekasaifif,ngisi borang sedih mengenang serangan covid gelombang pasien 2 kebanyakan alm almh,0
WakDrES77,ahy sumpah pemuda relevan diperingati pandemi covid 19 politikkerenpdaja muda kekuatan,0
yo_xno,gk membandingkan indo us orang yg mebandingkan indo ama jerman yaudah ikutan india test covid murah india berani mosok indonesia ga,1
Konfrontasi_co,bertemu biden jubir gedung putih positif covid 19,0
0709Kodim,rangka mencegah penyebaran covid 19 wilayah kecamatan prembun babinsa koramil 10 prembun serma sunarko beserta anggota melaksanakan monitoring ppkm sosialisasi protokol kesehatan wilayah kecamatan prembun,0
PolsekPupuan,ketahui hoax fakta seputar vaksin covid 19 vaks ncovid 19 vaksinpresisitnipolri lawanhoaxcorona 19 bersatulawancorona polrestabanan,0
ykheilcs,cakap nak refund lepastu dah 2 minggu refund 2 cakap barang tu dah kat malaysia staff kat situ ve covid quarantine ni dah sebulan,1
hadycrbn,pantesan pcr diwajibkn bikin emosi rakyat yg sahamnya yg ngatur covid,1
susahberopini,pemerintah kesembuhan covid 19 bertambah mencapai 4 088 138 orang pulihkannkridenganvaksin,0
RelaKluang,agen basmi covid 19 abc 19 tarikh 31 10 2021 setiaberbakti menangbersama johor johor,0
Amisaha8,so apparently husband dah habis hso confirm ve covid mysejahtera still warna merah sbb kkm dah de access utk mysejahtera bayar so husband kena bawa surat pelepasan utk masuk 2 selagi mysejahtera tu tukar hijau 5 6hari,1
ajaib_investasi,mancanegara organisasi kesehatan dunia who menghimbau negara g20 mendanai us 23 4 miliar membantu negara negara berkembang menghadapi pandemi global covid 19 dana memenuhi kebutuhan vaksin obat obatan covid 19,0
ishkmrs,te w dah benci sm covid dusksksjjss,0
PolsekNusa,cegah penularan covid 19 polres klungkung masker gratis wilayah kab klungkung senin 01 11 2021,0
raysheus,gapernah kena covid giliran kena flu tepar wkwkw asu,1
KKMPutrajaya,status covid 19 malaysia setakat 31 oktober 2021 maklumat layari covid 19 status in malaysia as of 31 october 2021 for more details visit,0
rick_i5,kasihan rakyat pergi nyari nafkah merantau dipalak pcr yg blusukan kemana 2 mengakibatkan kerumunan gak kluster covid,0
sebeqart,gedeg ga si lo nyium bau makanan baunya kalo ga duren ya wipol nasib kena long covid,0
kpu_kolaka,temanpemilih komisioner beserta jajaran sekretariat kpu kab kolaka melaksanakan apel pagi diawal november senin menerapkan protokol kesehatan covid 19 senin 1november2021 kpumelayani,0
Malaysiapost_my,83 peratus 2 61 juta kanak kanak remaja 12 17 terima sekurang kurangnya dos vaksin,0
Popularitascom,aktif covid 19 aceh tersisa 128 orang aceh covid popularitascom,0
OongBanten,partai demokrat selalumemperjuangkan nasib nelayan bantuan nelayan pandemi covid 19 yasifun ketua nelayan pantura politikkerenpdaja muda kekuatan,0
idntimes,9 kelurahan depok mencatatkan aktif,0
2uyonna1602,emil mengembalikan byk aset negara spt freeport dll pembangunan infrastruktur yg nyata disel wilayah menekan laju covid memberantas korupsi meninggikan nama indonesia mata dunia internasional smoga bpk jokowi sll kesehatan amp kesabaran dlm mengurus negeri aamiin,0
kompascom,rocker bon jovi terpaksa membatalkan konser halloween nya akibat tertular covid 19,0
MojolabanPolsek,ka spkt aiptu giyat anggota polsek mojolaban laksanakan giat patroli rutin siang obyek obyek rawan gangguan kamtibmas imbauan warga taat prokes 5 m cegah penyebaran penularan covid 19,0
a___warasto7111,rumus perhitungan nya matematika 1 virus covid 19 bergerak utara timur mengikuti arah angin menempuh jarak 45 km virus covid 19 berubah arah tenggara kecepatan 14 km jam sesuai kecepatan angin berhembus,1
rawimuin,terlanjur dibeli genose dipakai tes covid 19 siswa makassar,0
beacukaibiak,peringatan hori 75 menjaga semangat bergerak bersinergi berkolaborasi mengawal apbn upaya menjaga perekonomian pulih bangkit pandemi covid 19,0
ivanovdot,peminpin 2 asia letak ditengah 2 peminpin 2 eropa takut tertular covid 19 gw sih bkn kebanggaan 2 settingan bkn karna gw g suka presiden gw gw heran liat orang 2 goblok negara gw,1
FahmiAgustian,jalanan jakarta udah macet angka covid 19 terkendali,1
Kamjew_art,oke hasil bikin 1 jam covid 19,0
Kemlu_RI,sahabatkemlu perkembangan covid 19 dunia amp pelindungan wni 01 11 pkl 08 00 wib perubahan data wni kemarin selengkapnya negaramelindungi inidiplomasi,0
Andespen1,top news koran rakyat merdeka pasang harga pcr ketentuan faskes nakal ditandai nih pcr pcrtest corona coronavirus covid 19 covid 19 covid rakyatmerdeka rmid,0
ArtTeeno,nih ya gue kasih tauya bego aja manfaat presiden jokowi 2 nih masyarakat indonesia bangga banget nama negeri berkibar diseluruh dunia naikin imun aja deh biar elo kena covid paham drun,1
cathijauemas,negara gue negara elu tuh berjuang lawan covid 19 please banget sampe nambah please harapan gue biar gak malunya sampe tulang,0
rsljdungus,kondisi pasien covid 19 rsl joglo dungus madiun 8 februari 2021 31 oktober 2021 medika staysafe dirumahaja jagajarak jatimbebascovid rslapanganjoglodungusmadiun stayathome covid 19 jatim madiun,0
KuliahBSIAja,pandemi rencanakan kuliah hai sobat bsi positif covid 19 berangsur menurun ya sobat bsi nih dipersiapkan menyambut new normal,0
CilikKomando,cegah virus masuk tubuh menerapkan protokol kesehatan virus terlanjur masuk benteng vaksinasi tingkatkan solidaritas menjaga target menurunkan indikator indikator covid 19,0
KapanLagicom,covid 19 20 daerah disiplin prokes wajib dimaksimalkan,0
Popmama_com,hidup normal mengalami gelombang covid 19,0
abihaha,covid sirna macet,1
rslijenmalang,kondisi pasien covid 19 rsl ijen boulevard malang 16 desember 2020 31 oktober 2021 medika staysafe dirumahaja jagajarak jatimbebascovid laporkankecovidhubjatim rslapanganijenboulevardmlg stayathome covid 19 malang,0
IndonesiaRahayu,presiden jokowi usulkan upaya percepat pencapaian sdgs pascapandemi covid 19 roma 31 oktober 2021 kttg 20,0
OongBanten,peran kontribusi partai demokrat nyata membantu masyarakat menghadapi covid 19 politikkerenpdaja muda kekuatan,0
0709Kodim,danramil 04 karanganyar beserta babinsa koramil 04 karanganyar tim satgas covid 19 kelurahan plarangan melaksanakan operasi yustisi pendisiplinan penggunaan masker masyarakat melintas jalan masuk wilayah kelurahan plarangan jalan kemakmuran kec karanganyar,0
CilikKomando,covid 19 trend menurun penerapan protokol kesehatan masyarakat kendor lengah,0
diskominfoclp,pemerintah mengupayakan percepata penanganan covid 19 salah satunya pengembangan vaksin nasional merah putih,0
MalaysiaGazette,semoga malaysiagazette,1
Sinar_Harapan,sekretaris pers gedung putih jen psaki minggu 31 10 2021 positif terkena covid 19 mengaku bertemu presiden joe biden selasa 26 10 2021,0
CilikKomando,covid tanah air menurun pemerintah memperkuat strategi pengendalian pandemi spt penguatan 3t penegakan prokes 3m menghadapi nataru,0
Moonyxandrose,covid gubluk otak gua sakit seriusan,1
seokjinies92,covid,0
HC234,jsp hm berdusta kehormatan diterima indonesia g20 salut pemerintah dihujat covid 19 terkendali prestasi olimpiade asian games thomas cup 2021 dst,1
AGhaniyya,penguasa tuh alergi angka 212 sebisa dikondisikan pendukung 212 gak diajak merger gaungkan reuni 212 lihat peningkatan covid merebak kewajiban pcr perisai masuknya massa jakarta,1
ainunnajib,new normal vending machine alat tes covid 19 antigen rapid test gratisan diisi ulang senin pagi,0
Cahaya_Dfa,pcr keamanan kesehatan covid 19,0
luupstae,ya pls covid pegi deh lo sono kerumah lo,1
m_sael,2020 covid 19 2021 gempa sulbar,1
beritartm,status terkini covid 19 31 oktober 2021 11 59 malam sahih berita rtm rtm rtm 75 terusunggul beritartm covid 19malaysia lindungdirilindungsemua,0
noviaapr,met pagi dunia tipu tipu yg pepes krl tanah abang wqwq dah kayak ga covid cuy,1
kosmo_online,jaga sop bebas elak dijangkiti,0
RArinen,alhamdulillah syukur nikmat allah sembuh jangkitan covid sesungguhnya merasai keperitan tempoh kuarantin terutamanya minggu kesihatan merundum selera makan menyiksa,1
bewara_jabar,cegah penyebaran covid 19 brimob jabar semprotkan disinfektan gudang bulog cianjur,0
0709Kodim,danramil 19 kuwarasan kapten inf nuraharkanca bati tuud serka dani siswoyo memerintahkan personel babinsa melaksanakan tugas pengawalan pendampingan pelaksanaan vaksinasi covid 19,0
rancasari_OK,kegiatan monitoring jam malam razia masker pengendara rangka memutus rantai penyebaran covid 19 tramtib kapolsek kecamatan rancasari sabtu minggu 30 31 oktober 2021 14746,0
hmetromy,kotakinabalu kota kinabalu satunya daerah sabah mencatatkan angka kes harian covid 19 baharu melebihi paras 50 kes semalam,1
AstroRadioNews,susulan penyediaan kemudahan pengeluaran disebabkan pandemik covid 19 susulan kwsp fokus bantu ahli bina simpanan persaraan,0
ainunnajib,thanks om vaksinasi anak anak 5 11 us diperbolehkan kabar bocah tervaksinasi beneran tenang berdamai covid beneran new normal,1
INDOMYGOLD,weverse costume helloween taehyungie coba th ga covid bts btsarmy twt,0
0709Kodim,babinsa koramil 19 kuwarasan serda wahyu indarto kopda ngali muhdi bersinergi bhabinkamtibmas polsek kuwarasan dibantu linmas desa purwodadi melaksanakan pengawalan pendampingan pelaksanaan vaksinasi covid 19 bertempat balai desa purwodadi,0
taeeraly,kostum halloween yg coba gak covid please taehyung,0
rahmdess27,army kostum halloween taehyung pakai taehyung gak covid army taehyung udah dewasa taehyung janggut ku tumbuh cepat akhiran kangen taehyung banget hiksss,0
antaranews,sekretaris pers gedung putih jen psaki nyatakan positif covid 19 gejala ringan,0
Harian_Jogja,pandemi covid 19 konglomerat amerika kian kaya beritajogja jogja jogjaistimewa,1
pantau_com,buah buahan memiliki nilai gizi sehat dikonsumsi pandemi covid 19 era pandemi berganti new normal konsumsi buah buahan tujuan,1
pumpkign,setauku akun pedulilindungi tu hrs bikin 2 ga numpang pny org krn data terintegrasi nik nik ngecek riwayat berpergian riwayat vaksin sertif vaksin riwayat tes covid,0
seven_bangtan7,aaa taehyung semoga cepet ilang covid,1
fiatclassic69,yg adil yaaa jaman covid jgn egois semau smua tindakan konsekwensinya,0
contactap2,halo kak vita informasikan berdasarkan adendum satgas covid 19 no 21 kemenhub no 93 2021 syarat penerbangan cgk lop wajib hasil negatif rt pcr berlaku 3x24 jam 1,0
BernamaTV,buletinbernama prnmelaka parti politik terlibat prn melaka mengamalkan norma baharu berkempen meraih undi gus menyekat penularan covid 19,1
MahasiswaPeraya,asli capek bismillah covid disana turun,1
idntimes,indonesia urutan 14 dunia,0
pahang_media,mengambil suntikan dos penggalak vaksin covid 19 perlindungan optimum dicapai jangkitan covid 19 sumber portal myhealth kementerian kesihatan malaysia,1
shadynorthy,a lu ngasih proyek covid sih foto kokpit pesawat tempur,1
Tkholz,twitter hi chu ka an bawrh 2 na a nia ka pu a covid ve a kn beisei sang tawh lo lutuk a,0
HKerambitan,personil polsek selemadeg melaksanakan yustisi pembagian masker pasar bajera mencegah penyebaran covid 19 ppkm prokes ppkmlonggarprokesjalan pakaimasker bersatulawancorona polrestabanan,0
LusiminSi,covid dibenci skrng dinikmati krn derasnya cuan yg mengalir bisnis blm anggaran yg berlipat 2 nama penanganan covid,1
hal_ddi,been seriously thinking abt this these past 2 years gr2 covid dll amp mslh yg ga kunjung beres jd mikirin opsi slain berumah tangga saving utk sndiri smpai pensiun gaming till i die achieveable sih kwkwk,0
qawaragi,2019 menghormati mendiang sulli 2020 ya covid,1
Queen12Lost,sikunya beresiko tertular covid dok,0
cnbcindonesia,duh sekretaris pers as positif covid ketemu biden,0
joontaeby,covid pls ayok udahan,0
Amelwjyy,bangun lanjutin pembelajaran yg tertunda covid semangatt ya geb udah terisi penuh semangatkuu,1
ocit_ahmad,grab serahkan bantuan sosial pemko medan warga terdampak covid 19,0
librakaa,line today china kewalahan hadapi lonjakan covid,1
aardwi15,singapura mah covid tetep buka utk wisatawan negara bisnis nya angka covid nya,0
getaranmy,terkini 36 kematian covid 19 baharu dilaporkan 7 bid korban 28 912 getaranmy covid 19,0
ArumiMirza,risau covid test kampung,0
SulaimanMdAli1,ya allah kesejahteraan sesiapa gusar berikanlah kesejahteraan ancaman wabak covid 19 bacalah amp hayatilah al quran tokleman bagijadikasijadi bersamamenanganicovid 19 melakakumajujayarakyatbahagiamenggamitdunia,0
SumutposO,pasien covid 19 nihil tebingtinggi berstatus zona hijau,0
UMonline,undang undang terpakai terhad menangani covid 19,0
opsiin,yordania deportasi tka disuntik vaksin covid babe news,1
cnbcindonesia,ri masuk daftar level 1 covid 19 dunia ppkm diperpanjang,0
Andespen1,top news koran rakyat merdeka rem mobilitas warga wisata jakarta mesti ditutup nataru jakarta wisata vaksin vaksinasi vaksinasinasional corona coronavirus covid 19 covid 19 covid rakyatmerdeka rmid,1
juneflaire,download apk peduli lindungi is a must covid trus nnti registrasi pake nomor nik no ktp nnti pas bandara sblm checkin disuruh scan dr apk pedulilindungi petugasnya aja nnti diarahin,0
EkonomiRakyatMY,kumpulan wang simpanan pekerja kwsp mendedahkan mengagihkan rm101 bilion wang deposit skim skim ditawarkan negara berdepan pandemik covid 19 nyatakan 3 6 juta pencarum simpanan rm1 000 akaun,0
SyarifAlkadrie3,pantesan jokowi memilih lbp menjabat dibeberapa posisi penanganan covid 2 posisi lbp sbg menteri urusan isinya cuan klo spt yg berani investigasi audit keuangan rakyat harapan 2nya,1
Polsekgambiran1,lupa taati protokol kesehatan menekan penyebaran virus covid 19 polisi indonesia polisi berita polisi terkini divhumaspolri divhumasmabespolri humaspoldajatim bidhumaspoldajatim humasbanyuwangi humaspolresbanyuwangi,1
detikHealth,kamboja dikabarkan menyuntikkan vaksin covid 19 anak usia 5 senin 1 11 2021 pilihan jatuh vaksin sinovac,0
AustinJimmi,sah lombu kerajaan hutang kenderaan rumah personal loan mmg lombu terkesan time covid kompom lombu menagih simpati kerajaan bertukar lombu ditipu aziz ter nga nga menunggu kwsp 10k,1
EsterEs09929327,jakarta is back macet dmn tol dri bogor jakarta ud full lgi serius nanya nih covid gak,1
kontenislam_com,giliran pedagang ayam broiler teriak merugi akibat terdampak covid 19,0
Yuliawati0608,sridiana 3va ibuku alami sulit tidur tdk nafsu makan n mudah cemas 3 bulanan pasca covid konsul internist tdk perubahan dirujuk psikiatri mudik dok refreshing silaturahmi n nyekar makam n prokes bermasker berhasil jg,1
Palkerenxx,gw ga party covid tp gada ngajak,0
PR_EventMarcomm,patroli ditingkatkan pusat keramaian halaman jawa barat 1 november 2021 majalengka pr anggota satgas covid 19 kabupaten majalengka meningkatkan patroli penanganan protokol kesehatan covid 19 keramaian sabtu 30 10 2021 malam,0
kompaslifestyle,positif covid 19 bon jovi batalkan konser pantai miami,0
PTJASAMARGA,hallo kawan jm patuhi protokol kesehatan memutus penyebaran covid 19 kawan jm beraktivitas dimanapun lupa 6m ya yuk cegah penyebaran covid 19,0
PemkotaBlitar,dprd pemkot blitar kreatif menjangkau masyarakat enggan vaksin covid 19 info selengkapnya,0
deabsputnik,ato gak mba mba karir scbd bawa tasnya selempang tote bag nenteng helm gojek kantornya takut covid,0
Bougenvile105,kesembuhan covid 19 bertambah 4 088 138 pulihkannkridenganvaksin pulihkannkridenganvaksin,0
tvstvmy,pengeluaran berkaitan covid 19 lepas impak simpanan pencarum kumpulan wang simpanan pekerja kwsp peratus pencarum menampung kehidupan selepas bersara baca artikel penuh,1
kemenkumhamjtg,mimin informasikan peserta terkonfirmasi positif covid 19 menjalani isolasi wajib melaporkan panitia seleksi yaaa dm instagram wa nomor layanan biodata melampirkan bukti hasil swab positif,0
EltiraRetna,nantik kalo pasien lakukan kayak yaa dek iya kak kak udah tau caranyaa dek ga kk ajarin udh tau yaa udh tingkat 3 kak tingkat 3 patokan maaf kk tk 3 ny istimewa karna kmren jalur covid 19,1
cayaena,pinaprtca sehat 2 ya kak ortunya apapun baca thread nangis bener 2 relatable sm kondisi skrg pengen ngejar mimpi tp ga tega ninggalin ortu nenek dirumah pas covid gini gamau penyesalan kalo hrs dr ortu,1
ridwan_har,skrng virus covid menular berdasarkan jarak perjalanan manusia dasar perhitungan penelitian dr menentukan jarak org ukur jarak prjalanannya toleransi jaraknya 249 km wajib hadeh kena covid ga gila iya,1
ThyaKopitesYNWA,klo covid gk enak bgt healing singapore deket murah jg ongkosnya,1
nattigaluh,1 print tiket copy hasil test covid mu dr rumah 2 check in 3 periksa barang bawa cairan dlm botol 4 cari gate sesuai keberangkatan,1
m_sael,covid bikin rame platform yg plg bikin rame bencana tektonik,1
emzearfn,klo yg ngomong mulut bau gak bicara hikmah covid 19 menag kesadaran bangun bangsa kuat gt,1
cnbcindonesia,jokowi dag dig dug covid 19 20 kota,1
EllaSantika4,khofifah bilang pandemi covid 19 menumbuhkan masyarakat empatik inisiatif membantu,1
nitanyts,semoga covid ga ya pgn jalan 2 taun,0
nirwan_anestesi,trus yg salah teteup dokter wkwkwkek sdh gelar sales pcr kah wkwkwkkw moga pandemi cepat jaga utk tertular covid 19 pakai masker rumah,1
m_sael,gempa ntb twitter fb 2 infonya cepat lonjakan covid rame parah twitter gue udh gk bebas sptnya,1
PR_EventMarcomm,sasaran pelajar keluarganya alumnus besera keluarganya masyarakat vaksinasi covid 19 lokasi terselenggara inisiatif ikatan alumni smpn 2 kota bandung pemerintah kota bandung,0
Nr53N74H7N,ngak protes ayo suarakan wajib haruskan biar normal identitas tiket kecuali masuk kesuatu negara ya ikutin pelaturan negara lelah permainan permainan pandemi covid,0
PR_EventMarcomm,bergerak percepat vaksinasi covid 19 halaman ubah laku 1 november 2021 bandung pr 1 125 orang sasaran vaksinasi covid 19 penyelenggaraan vaksinasi smpn 2 kota bandung sabtu 30 10 2021,0
Nasibun7,covid 12 sby atasi top,1
misshani96,lung ayo taati aturanny n klo g 2 bgt g ush bepergian covid blm,0
Newstagar,intelejen as pastikan covid 19 senjata biologis,1
Pemkab_Kudus,update data sebaran covid 19 minggu 31 10 12 00 wib yuk sedulur disiplin prokes sumber dinas kesehatan kabupaten kudus,0
501Awani,awani pagi berita tumpuan amp kemas covid 19 1 november 2021 via awanipagi,0
AstriAmndaa,khofifah bilang pandemi covid 19 pelajaran solidaritas,1
cak_sobirin,003 ya biarin aja aneh yg pake yg gak pake bahayanya covid dimana,1
rachmadhj,mafiapcr dibelokkan covid 19 gak ya basi asli,1
PR_EventMarcomm,kepala dinas kesehatan jabar dr nina susana dewi memaparkan pelaksanaan imunisasi covid 19 27 kabupaten kota digelar 14 januari 30 oktober 2021 selengkapnya baca,0
syahputri_laila,keberhasilan indonesia tangani covid 19 diakui cdc as apresiasi kinerja jokowimaruf,1
KompasTV,satgas covid 19 beberkan persiapan transisi pandemi endemi,1
santai_tv,kesihatan malaysia kkm wajar bukti statistik kes covid 19 kalangan kanak kanak berusia 5 12 mewajibkan vaksin pengarah komunikasi amanah negeri pulau pinang dr zaidi zakaria,1
m_dateline,kesihatan malaysia kkm wajar bukti statistik kes covid 19 kalangan kanak kanak berusia 5 12 mewajibkan vaksin pengarah komunikasi amanah negeri pulau pinang dr zaidi malaysiadateline,1
hynmzln,tk dh ni test kit covid kena beli 1 dozen senang jimat murah sket hrp turun lg harga,1
intanalyze,udah november bentar natal dihantui covid 19 begitulahhh hidupp butuh kemurahan sang sumber hidup maksud biar tetep semangat beb hidup urusannya berjuang beb berjuang taat prokes tmsk berjuangg mempertahankan rindu biar tetep membuncahh hahaha,0
sathyad__,kelebihan vaksin covid,1
Andespen1,top news koran rakyat merdeka buka terima pengunjung fasilitas publik dijaga ketat kebablasan satgascovid 19 corona coronavirus covid 19 covid 19 covid rakyatmerdeka rmid,0
bank_indonesia,kantor perwakilan bi dpt surat keterangan sertifikat vaksinasi covid 19 minimal dosis informasi selengkapnya dpt lihat tautan,0
kotapontianak_,informasi data ketersediaan tidur rumah sakit merawat pasien covid 19 kota pontianak data diperbarui 31 oktober 2021 21 00 wib,0
RTMLangkawifm,doa selamat wabak ya allah selamatkanlah bala wabak kesusahan menimpa tiadalah kesembuhan engkau berdoa teruskan berdoa semoga allah swt melindungi wabak covid 19 amin ya rabbal alamin,0
beritartm,status terkini populasi program imunisasi covid 19 kebangsaan 31 oktober 2021 11 59 malam sahih berita rtm rtm rtm 75 terusunggul beritartm covid 19malaysia lindungdirilindungsemua,0
kotapontianak_,informasi data covid 19 kota pontianak data diperbarui 31 oktober 2021 21 00 wib pantau perkembangan informasi covid 19 kota pontianak aplikasi jepin website covid 19 yokpakaimasker yokcucitangan yokjagejarak,0
DudyRudianto,menilik popularitas film pendek tilik facebook,1
mOkyue,yg spesis susah nk pakai mask ni anak beranak covid ape,1
bank_indonesia,informasi mendukung upaya mitigasi penyebaran virus covid 19 layanan penukaran uang rusak kantor pusat bank indonesia dibatasi 50 antrian penukaran uang rupiah kantor perwakilan kpw bi,0
Malaysiapost_my,kematian disebabkan covid 19 28 912 kes,1
mapaybandungcom,hati hati covid 19 kota bandung rinciannya,0
bhp_semarang,semarang baca berita puncak peringatan hdkd 2021 ri kumhampasti,0
damjoon_,kejap je 2 dah 2022 ni salah covid,1
wovrim,hwi lps sihat dri covid mcm side effects,1
SekBoliyohuto,bakti menjaga keselamatan masyarakat mari berkontribusi mencegah penularan covid 19 mematuhi protokol kesehatan vaksinasi covid 19 semangatpresisipolresgorontalo,0
Egiexx,ditinjau ulang sih kegunaan tujuan sekat pelindung yg pembuat peraturan update covid,0
ReserveByNature,sedih baca orf tweet diskriminasi medical apartheid manusia dah dangkal membezakan bahaya bahaya covid yg vaksin org yg vax jangkit dijangkiti org mark yg plhiv plu,0
Riau1Official,vaksinasi covid 19 usia 12 17 riau angka 3 persen,0
detikTravel,korea selatan berencana hapus pembatasan covid 19 2022,1
KawalCOVID19,orang yg menerima vaksin covid 19 indonesia 31 okt dosis 1 119 807 631 44 4 dosis 2 73 804 392 27 3 2 dosis harian dlm 7 1 773 924 50 juta dosis disuntikkan oktober ayo vaksin,0
exomalaysia_,pasca covid 19 australia longgar sekatan individu lengkap d,1
NelyIsnaeni8,khofifah berharap kaum muda jatim memperkuat solidaritas kebersamaan bangkit pandemi covid 19,0
mmandalydia,eee bodohnyaaa pastu suh ho jaga covid,1
okezonenews,ancama nyata ekonomi dunia negara g20 sepakat cegah covid 19 lengkapcepatberitanya keuangan ekonomi ekonomi ekonomiindonesia,0
PR_EventMarcomm,tes pcr gratis halaman headline 1 november 2021 pemerintah republik indonesia menetapkan pandemi covid 19 bencana manusia nonalam status anggaran pemerintah terbatas,0
CommuterLine,suksesnya kebijakan kerjasama dukungan peran aktif pengguna menekan penyebaran covid 19 imbau melakukannya pengguna patuhi marka tanda yg ikuti arahan petugas 3,0
OppositeReal,vaksin muncul vcr bisnis covid menggiurkan mafia,1
sarahnavids,khennn plus with covid these days ramai yg dah bertahun jumpa family,0
DwiputroJhony,emil keberhasilan pembangunan merata sumatra papua penanganan covid berhasil pemerintahan pk jokowi sempurna yg saran dibidang pertanian mohon pupuk dipermudah,0
Doublehenry1,yup gelar raja yg posisi teratas aneh indonesia populasi terbesar 4 dunia kematian covid tdk 4 terinfeksi tdk masuk 4 lebay coba,1
MKNJPM,laporan terkini status covid 19 amp vaksinasi 31 oktober 2021 mkn 50 keluargamalaysia reopeningsafely,0
r_aditya24,menghapus cuti oke ga mati kena covid mati kena tipes mental ilness dll karna stress kerjaan logis,0
D__Danuu,emil salah satunya berhasil menurunkan covid semoga jokowi serius menangani pinjol yg meresahkan masyarakat,0
GobangSebutanya,penanganan covid wewenang pusat kalo ikutin anies baswedan udah selesai covid,0
Humasreshalteng,ayo patuhilah protokol kesehatan ikuti vaksinasi covid 19,0
Pameran_Bazaar,ayo lawan covid 19 masker cuci tangan jaga jarak semangat sehat,0
karmenlunarx,news almost half of epf contributors have less than rm10 000 pandemik tu duit rakyat jelah rakyat cash out duit kang mati covid reopening ni salah kerajaan benarkan saving kwsp tinggal bapo je,1
